,Incident Address Display,Borough,Community Board,Police Precinct,City Council District,Created Date,Status,Resolution Action,Closed Date,X Coordinate,Y Coordinate,full_address,geocode
3818,511 WEST 169 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/02/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1001676.0,245581.0,"511 WEST 169 STREET, NEW YORK, NEW YORK","(40.8407407, -73.9370016)"
3820,511 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000377.0,243269.0,"511 WEST 159 STREET, NEW YORK, NEW YORK","(40.8345429, -73.941549)"
3834,510 WEST 218 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,7.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1007829.0,256786.0,"510 WEST 218 STREET, NEW YORK, NEW YORK","(40.871224, -73.9148079)"
3890,509 WEST 166 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001336.0,244915.0,"509 WEST 166 STREET, NEW YORK, NEW YORK","(40.839156, -73.938253)"
3891,509 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000388.0,243263.0,"509 WEST 159 STREET, NEW YORK, NEW YORK","(40.834499, -73.941443)"
3901,508 WEST 15 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,11/19/2010 08:00:00 AM +0000,Open,Unspecified,,982067.0,209934.0,"508 WEST 15 STREET, NEW YORK, NEW YORK","(40.7428393, -74.0078099)"
3910,507 WEST 159 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000399.0,243257.0,"507 WEST 159 STREET, NEW YORK, NEW YORK","(40.8344282, -73.9417655)"
3937,504 WEST 139 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,04/13/2011 07:00:00 AM +0000,Open,Unspecified,,997879.0,238611.0,"504 WEST 139 STREET, NEW YORK, NEW YORK","(40.821477, -73.951061)"
3944,503 WEST 175 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/06/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002515.0,246910.0,"503 WEST 175 STREET, NEW YORK, NEW YORK","(40.84469, -73.934082)"
3946,503 WEST 158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000294.0,243016.0,"503 WEST 158 STREET, NEW YORK, NEW YORK","(40.833891, -73.941941)"
3948,503 EAST 13 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/12/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,989662.0,205080.0,"503 EAST 13 STREET, NEW YORK, NEW YORK","(40.729684, -73.980182)"
3963,502 CANAL STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,09/24/2010 07:00:00 AM +0000,Open,Unspecified,,981635.0,203330.0,"502 CANAL STREET, NEW YORK, NEW YORK","(40.7246617, -74.0094689)"
3964,502 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990937.0,225841.0,"502 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.786714, -73.976112)"
3972,501 WEST 173 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1002267.0,246431.0,"501 WEST 173 STREET, NEW YORK, NEW YORK","(40.84323300000001, -73.934708)"
3982,501 WEST 113 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,9.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,994527.0,232586.0,"501 WEST 113 STREET, NEW YORK, NEW YORK","(40.80494849999999, -73.9625781)"
4001,500 WEST 184 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1003658.0,248962.0,"500 WEST 184 STREET, NEW YORK, NEW YORK","(40.849954, -73.92964959999999)"
4005,500 WEST 170 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,08/03/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001885.0,245739.0,"500 WEST 170 STREET, NEW YORK, NEW YORK","(40.840964, -73.93623699999999)"
4010,500 WEST 150 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,04/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,999275.0,241151.0,"500 WEST 150 STREET, NEW YORK, NEW YORK","(40.8284001, -73.94533849999999)"
4012,500 WEST 142 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,998333.0,239250.0,"500 WEST 142 STREET, NEW YORK, NEW YORK","(40.82339, -73.9491867)"
4041,4 STAPLE STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/02/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,981630.0,200945.0,"4 STAPLE STREET, NEW YORK, NEW YORK","(40.71828, -74.00952199999999)"
4042,4 SAINT MARK'S PLACE,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,01/22/2011 08:00:00 AM +0000,Open,Unspecified,,987166.0,205003.0,"4 SAINT MARK'S PLACE, NEW YORK, NEW YORK","(40.729125, -73.98965)"
4050,49 WALKER STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983290.0,201242.0,"49 WALKER STREET, NEW YORK, NEW YORK","(40.718875, -74.003641)"
4052,49 THAYER STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004560.0,253593.0,"49 THAYER STREET, NEW YORK, NEW YORK","(40.862896, -73.9266652)"
4061,49 DIVISION STREET,MANHATTAN,03 MANHATTAN,Precinct 5,1.0,07/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985498.0,199461.0,"49 DIVISION STREET, NEW YORK, NEW YORK","(40.7140333, -73.99520849999999)"
4089,4960 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1006285.0,255501.0,"4960 BROADWAY, NEW YORK, NEW YORK","(40.86764, -73.9201719)"
4105,4931 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,7.0,05/11/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1005921.0,255358.0,"4931 BROADWAY, NEW YORK, NEW YORK","(40.8677058, -73.9216517)"
4107,492 CONVENT AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000130.0,241174.0,"492 CONVENT AVENUE, NEW YORK, NEW YORK","(40.8287238, -73.942495)"
4124,490 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990847.0,225679.0,"490 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.786267, -73.976446)"
4147,48 CLINTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,1.0,08/05/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,988489.0,201506.0,"48 CLINTON STREET, NEW YORK, NEW YORK","(40.719669, -73.98447)"
4188,4845 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,7.0,04/08/2011 07:00:00 AM +0000,Open,Graffiti Reported,,1005209.0,255022.0,"4845 BROADWAY, NEW YORK, NEW YORK","(40.8665136, -73.92463020000001)"
4197,483 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,984229.0,202154.0,"483 BROADWAY, NEW YORK, NEW YORK","(40.721789, -74.00044)"
4210,481 FT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,7.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001376.0,249484.0,"481 FT WASHINGTON AVENUE, NEW YORK, NEW YORK","(40.85167999999999, -73.9383129)"
4241,47 PRINCE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,07/25/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,985410.0,202838.0,"47 PRINCE STREET, NEW YORK, NEW YORK","(40.7235427, -73.9957854)"
4264,477 WEST 142 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,04/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998546.0,239141.0,"477 WEST 142 STREET, NEW YORK, NEW YORK","(40.823411, -73.94865899999999)"
4300,4734 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1004076.0,254406.0,"4734 BROADWAY, NEW YORK, NEW YORK","(40.86482729999999, -73.928296)"
4340,470 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/11/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990716.0,225444.0,"470 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.7854891, -73.976665)"
4367,46 FT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,01/12/2011 08:00:00 AM +0000,Open,Unspecified,,999643.0,244172.0,"46 FT WASHINGTON AVENUE, NEW YORK, NEW YORK","(40.836708, -73.94402099999999)"
4368,46 CHARLES STREET,MANHATTAN,02 MANHATTAN,Precinct 6,3.0,06/28/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983593.0,207058.0,"46 CHARLES STREET, NEW YORK, NEW YORK","(40.7349987, -74.00235260000001)"
4371,469 WEST 143 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998644.0,239383.0,"469 WEST 143 STREET, NEW YORK, NEW YORK","(40.823937, -73.947963)"
4379,468 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990707.0,225427.0,"468 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.7854506, -73.9766927)"
4387,466 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/17/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,990698.0,225411.0,"466 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.78552200000001, -73.976987)"
4397,464 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,08/17/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,990689.0,225395.0,"464 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.785457, -73.977034)"
4401,4646 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1003655.0,253326.0,"4646 BROADWAY, NEW YORK, NEW YORK","(40.8618291, -73.9298699)"
4429,461 WEST 164 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,04/07/2011 07:00:00 AM +0000,Open,Unspecified,,1001387.0,244195.0,"461 WEST 164 STREET, NEW YORK, NEW YORK","(40.837112, -73.93794299999999)"
4485,456 WEST 154 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,04/19/2011 07:00:00 AM +0000,Open,Unspecified,,1000117.0,241876.0,"456 WEST 154 STREET, NEW YORK, NEW YORK","(40.83081079999999, -73.9432758)"
4486,456 WEST 133 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,06/16/2011 07:00:00 AM +0000,Open,Unspecified,,997399.0,237046.0,"456 WEST 133 STREET, NEW YORK, NEW YORK","(40.8172499, -73.9523691)"
4506,453 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000299.0,235310.0,"453 LENOX AVENUE, NEW YORK, NEW YORK","(40.812661, -73.942356)"
4514,452 EAST 78 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,08/04/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,997540.0,220233.0,"452 EAST 78 STREET, NEW YORK, NEW YORK","(40.7707917, -73.95134759999999)"
4517,452 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983992.0,201776.0,"452 BROADWAY, NEW YORK, NEW YORK","(40.720165, -74.00049200000001)"
4543,450 WEST 162 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,06/14/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001099.0,243661.0,"450 WEST 162 STREET, NEW YORK, NEW YORK","(40.83545, -73.9393704)"
4550,450 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983981.0,201758.0,"450 BROADWAY, NEW YORK, NEW YORK","(40.72032000000001, -74.000663)"
4566,4500 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1003080.0,251889.0,"4500 BROADWAY, NEW YORK, NEW YORK","(40.8579, -73.93162199999999)"
4576,449 WEST 158 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,05/03/2011 07:00:00 AM +0000,Open,Unspecified,,1000793.0,242740.0,"449 WEST 158 STREET, NEW YORK, NEW YORK","(40.8328386, -73.9399625)"
4579,449 COLUMBUS AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,991370.0,224753.0,"449 COLUMBUS AVENUE, NEW YORK, NEW YORK","(40.7835745, -73.9743013)"
4590,448 AMSTERDAM AVENUE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,06/10/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,990584.0,225205.0,"448 AMSTERDAM AVENUE, NEW YORK, NEW YORK","(40.78492, -73.977379)"
4607,446 BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/16/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983958.0,201723.0,"446 BROADWAY, NEW YORK, NEW YORK","(40.720231, -74.000737)"
4621,444 EAST 77 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,08/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997377.0,220022.0,"444 EAST 77 STREET, NEW YORK, NEW YORK","(40.77001300000001, -73.95179999999999)"
4633,442 WEST 160 STREET,MANHATTAN,12 MANHATTAN,Precinct 33,7.0,07/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000809.0,243323.0,"442 WEST 160 STREET, NEW YORK, NEW YORK","(40.8345051, -73.94009040000002)"
4658,440 WASHINGTON STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,08/18/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,981376.0,202837.0,"440 WASHINGTON STREET, NEW YORK, NEW YORK","(40.7233882, -74.010616)"
4675,43 RIVERSIDE DRIVE,MANHATTAN,07 MANHATTAN,Precinct 20,6.0,04/22/2011 07:00:00 AM +0000,Open,Unspecified,,988617.0,224695.0,"43 RIVERSIDE DRIVE, NEW YORK, NEW YORK","(40.7835155, -73.9841825)"
4679,43 MACDOUGAL STREET,MANHATTAN,02 MANHATTAN,Precinct 1,3.0,06/24/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983563.0,204382.0,"43 MACDOUGAL STREET, NEW YORK, NEW YORK","(40.7276573, -74.0024894)"
4697,4380 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,05/06/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1002609.0,250544.0,"4380 BROADWAY, NEW YORK, NEW YORK","(40.854267, -73.93329)"
4725,435 WEST 45 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,986371.0,216468.0,"435 WEST 45 STREET, NEW YORK, NEW YORK","(40.761189, -73.99260600000001)"
4730,434 LENOX AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,07/18/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000186.0,235094.0,"434 LENOX AVENUE, NEW YORK, NEW YORK","(40.8119156, -73.9423489)"
4741,433 WEST 218 STREET,MANHATTAN,12 MANHATTAN,Precinct 34,10.0,07/12/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,1008352.0,256505.0,"433 WEST 218 STREET, NEW YORK, NEW YORK","(40.8709201, -73.9132575)"
4777,431 EDGECOMBE AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/14/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,1000858.0,241693.0,"431 EDGECOMBE AVENUE, NEW YORK, NEW YORK","(40.8299841, -73.9398887)"
4802,430 WEST 51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987150.0,217820.0,"430 WEST 51 STREET, NEW YORK, NEW YORK","(40.764713, -73.98994429999999)"
4855,427 WEST 51 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987175.0,217812.0,"427 WEST 51 STREET, NEW YORK, NEW YORK","(40.7648579, -73.989655)"
4858,427 EAST 83 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/02/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,998088.0,221494.0,"427 EAST 83 STREET, NEW YORK, NEW YORK","(40.774654, -73.94955)"
4862,426 WEST 52 STREET,MANHATTAN,04 MANHATTAN,Precinct 18,3.0,06/21/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,987299.0,218035.0,"426 WEST 52 STREET, NEW YORK, NEW YORK","(40.76511199999999, -73.98951)"
4868,425 WEST 21 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,08/06/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983370.0,210919.0,"425 WEST 21 STREET, NEW YORK, NEW YORK","(40.7458979, -74.0032669)"
4871,425 WEST 123 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,07/15/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996465.0,234552.0,"425 WEST 123 STREET, NEW YORK, NEW YORK","(40.8106914, -73.956256)"
4933,420 EAST 73 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,07/27/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,996757.0,219156.0,"420 EAST 73 STREET, NEW YORK, NEW YORK","(40.767788, -73.954465)"
4967,41 LISPENARD STREET,MANHATTAN,01 MANHATTAN,Precinct 1,1.0,07/13/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,983322.0,201510.0,"41 LISPENARD STREET, NEW YORK, NEW YORK","(40.7197412, -74.0032715)"
4969,41 KENMARE STREET,MANHATTAN,02 MANHATTAN,Precinct 5,1.0,08/11/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,985531.0,201874.0,"41 KENMARE STREET, NEW YORK, NEW YORK","(40.720752, -73.9954037)"
4984,418 LAFAYETTE STREET,MANHATTAN,02 MANHATTAN,Precinct 9,2.0,01/11/2011 08:00:00 AM +0000,Open,Unspecified,,986367.0,204797.0,"418 LAFAYETTE STREET, NEW YORK, NEW YORK","(40.7287001, -73.9924777)"
5015,4162 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001355.0,247891.0,"4162 BROADWAY, NEW YORK, NEW YORK","(40.847117, -73.9378)"
5075,4125 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001236.0,247400.0,"4125 BROADWAY, NEW YORK, NEW YORK","(40.8457534, -73.93877619999999)"
5088,411 WEST 154 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,05/12/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1000284.0,241794.0,"411 WEST 154 STREET, NEW YORK, NEW YORK","(40.830558, -73.942072)"
5115,410 WEST 42 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,3.0,02/25/2011 08:00:00 AM +0000,Open,Unspecified,,986138.0,215674.0,"410 WEST 42 STREET, NEW YORK, NEW YORK","(40.7587947, -73.9938145)"
5145,40 WEST 143 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,9.0,05/17/2011 07:00:00 AM +0000,Open,Unspecified,,1002109.0,237454.0,"40 WEST 143 STREET, NEW YORK, NEW YORK","(40.8177451, -73.93566229999999)"
5171,408 WEST 128 STREET,MANHATTAN,09 MANHATTAN,Precinct 26,7.0,04/13/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,997501.0,235508.0,"408 WEST 128 STREET, NEW YORK, NEW YORK","(40.8130085, -73.9521626)"
5196,4064 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,05/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001095.0,246571.0,"4064 BROADWAY, NEW YORK, NEW YORK","(40.8434309, -73.93896649999999)"
5206,4055 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,10.0,07/01/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,1001070.0,246405.0,"4055 BROADWAY, NEW YORK, NEW YORK","(40.8431632, -73.93920949999999)"
5219,403 WEST 145 STREET,MANHATTAN,09 MANHATTAN,Precinct 30,7.0,07/15/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,999467.0,239543.0,"403 WEST 145 STREET, NEW YORK, NEW YORK","(40.8242512, -73.9452014)"
5221,403 EAST 6 STREET,MANHATTAN,03 MANHATTAN,Precinct 9,2.0,08/08/2011 07:00:00 AM +0000,Open,Notice of Intent to Clean and Forever Graffiti Free Form sent,,988187.0,203870.0,"403 EAST 6 STREET, NEW YORK, NEW YORK","(40.72629860000001, -73.9859634)"
5222,403 EAST 60 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,06/20/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,995014.0,216198.0,"403 EAST 60 STREET, NEW YORK, NEW YORK","(40.760181, -73.960787)"
5263,401 WEST BROADWAY,MANHATTAN,02 MANHATTAN,Precinct 1,1.0,07/04/2011 07:00:00 AM +0000,Open,Site downloaded for cleaning,,983661.0,203162.0,"401 WEST BROADWAY, NEW YORK, NEW YORK","(40.7242858, -74.0019372)"
5271,401 EAST 81 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,5.0,05/05/2011 07:00:00 AM +0000,Open,Site to be cleaned.,,997641.0,221136.0,"401 EAST 81 STREET, NEW YORK, NEW YORK","(40.7736117, -73.9514095)"
5297,400 MAIN STREET,MANHATTAN,Unspecified MANHATTAN,Unspecified,,04/26/2011 07:00:00 AM +0000,Open,Unspecified,,,,"400 MAIN STREET, NEW YORK, NEW YORK","(40.7607341, -73.95102039999999)"
